label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
1	743 N	0.4727	Computational Media	Robotics Engineering, Electrical Engineering	529	0.5549	285	0.7321	Eriq	0.8004	-0.099	825	1.0475
4	87 N	0.6919	Applied Mathematics	Robotics Engineering	1070	0.0613	198	0.2303	Vani	0.2726	0.1561	540	-0.2755
1	466 N	0.5158	Computational Media	Electrical Engineering, Natural Language Processing	496	0.3971	-84	0.6216	Sam	0.7301	0.135	588	0.8519
5	1049 N	0.5365	Robotics Engineering	Data Science, Biotechnology	653	0.8837	446	1.1551	Andrew	0.3398	0.8248	91	0.8678
4	211 N	1.0119	Bioinformatics	Computer Game Design, Human Computer Interaction	1075	0.4571	363	0.1366	Tony	-0.0482	0.1563	525	0.1471
5	956 N	0.6102	Robotics Engineering	Biotechnology	1000	0.7992	793	1.0469	Fabrice	0.3176	0.5976	NULL	0.8024
1	709 N	0.664	COMPUTER SCIENCE	Statistics	404	0.4966	-65	0.7004	Eriq	0.6451	0.3628	684	0.8148
2	541 N	0.7256	Statistics	Technology and Information Management	243	0.9575	318	0.4067	Michael	0.1824	0.5444	871	None
2	256 N	0.9266	Statistics	Computer Engineering	112	0.7546	406	0.422	Michael	0.7154	0.6629	754	0.5978
0	842 N	0.0493	Data Science	Computer Science, Computer Game Design	76	0.3571	684	0.4335	Reilly	0.6054	1.0055	-146	0.1014
2	503 N	0.7729	Computer Engineering	Bioinformatics	471	0.628	321	0.4923	Michael	0.1641	0.5771	856	0.4475
0	995 N	0.1429	Electrical Engineering	Computer Science, Computer Game Design	-44	0.565	664	0.5372	Chris	0.4759	0.9969	133	-0.0201
1	775 N	0.5233	Computer Science	Natural Language Processing, Robotics Engineering	511	0.4454	121	0.6904	Eriq	0.6583	0.0962	515	1.1456
5	658 N	0.5275	Human Computer Interaction	Data Science	370	0.8289	853	0.876	Fabrice	0.241	0.6116	242	0.7717
5	877 N	0.3065	bIOTECHNOLOGY	Computational Media, Bioengineering	641	0.6994	610	1.0349	Fabrice	0.504	0.856	407	0.5284
3	-166 N	-0.178	Computer Game Design	Technology and Information Management	623	0.1029	793	N/A	Sam	0.6574	0.6437	409	0.3504
3	-32 N	0.2388	Bioengineering	Computational Media, Games and Playable Media	275	0.0842	1066	0.1034	Sam	1.2485	0.4697	484	0.6505
1	598 N	0.6971	Computational Media	Robotics Engineering, Electrical Engineering	482	0.2571	-241	0.7232	Inan	0.8628	0.306	690	1.0372
5	975 N	0.3373	Human Computer Interaction	Applied Mathematics	584	0.5966	482	0.8574	Andrew	0.4203	0.556	508	0.5221
5	936 N	0.581	Human Computer Interaction	Data Science	661	0.7545	711	1.0003	Andrew	0.5476	0.7135	453	0.7381
5	838 N	0.3296	Robotics Engineering	Applied Mathematics	638	0.7387	701	1.1115	Fabrice	0.3123	0.6364	364	0.5895
3	270 N	-0.0899	Bioengineering	Statistics	526	-0.3687	975	0.1742	Sam	0.5739	0.5317	500	0.5614
5	901 N	0.4182	Robotics Engineering	Biotechnology, Data Science	705	0.926	689	1.0302	Fabrice	0.6647	0.8069	339	0.6827
1	479 N	0.6166	Computer Science	Electrical Engineering, Natural Language Processing	568	0.4578	193	0.6759	Eriq	0.8504	0.0655	850	1.0434
2	218 N	0.8416	Statistics	Computer Engineering	190	0.87	459	0.506	Michael	0.3437	0.4932	832	0.1984
2	N/A	0.8174	Bioengineering	Bioinformatics	314	0.8355	250	0.5114	Michael	-0.0205	0.5488	847	0.7318
1	704 N	0.6966	Games and Playable Media	Natural Language Processing, Robotics Engineering	582	0.358	-178	NULL	Inan	0.662	0.0047	602	0.8141
0	858 N	0.1054	Electrical Engineering	Computer Game Design, Computer Science	56	0.9623	642	0.5687	Chris	0.6184	1.0985	-14	0.1154
3	282 N	0.039	Bioengineering	Computational Media, Bioengineering	471	-0.089	888	-0.1118	Sam	0.7619	0.7626	310	0.5571
0	746 N	0.1635	Data Science	Human Computer Interaction	85	0.782	769	0.4746	Chris	0.485	0.7555	39	0.1285
0	853 N	-0.0083	Data Science	Human Computer Interaction, Computer Game Design	-59	0.6949	485	0.6013	Reilly	0.5347	0.869	-162	0.2065
5	922 N	0.3747	Biotechnology	Data Science	895	0.8625	683	0.8223	Andrew	0.1507	0.4465	489	1.0268
4	318 N	1.0651	Bioinformatics	Technology and Information Management	787	0.1644	551	0.3738	Tony	-0.1289	0.1537	712	-0.1801
3	-147 N	-0.0402	Bioengineering	Computer Engineering	499	0.1573	1011	0.2053	Sam	0.8698	0.9508	693	0.5978
0	1103 N	0.3339	Electrical Engineering	Human Computer Interaction, Computer Game Design	0	0.7223	980	0.5829	Reilly	0.3123	0.8925	68	0.0447
0	884 N	0.24	Electrical Engineering	Computer Science, Computer Game Design	103	0.6969	522	0.5554	Michael	0.7769	0.8541	87	0.0749
4	238 N	0.8256	Natural Language Processing	Technology and Information Management	815	-0.0361	419	0.3486	Vani	0.0339	-0.2089	791	0.1957
0	697 N	0.2984	Data Science	Computer Science, Computer Game Design	-38	0.6663	803	0.4944	Chris	0.3733	1.1139	19	0.25
5	846 N	0.5483	Human Computer Interaction	Biotechnology, Applied Mathematics	530	0.8232	862	0.8171	Michael	0.7394	0.4951	331	0.6937
3	77 N	0.002	Computer Game Design	Games and Playable Media	464	0.3955	1028	-0.021	Andrew	0.8039	0.6581	n/a	0.5812
2	423 N	0.5141	Computer Engineering	Bioinformatics	149	0.8994	421	0.4937	Michael	0.4435	0.2798	894	0.51
4	187 N	0.9946	Natural Language Processing	Statistics	845	0.1596	289	0.3963	Tony	-0.0064	0.2613	273	-0.0439
1	815 N	0.5831	Games and Playable Media	Natural Language Processing	649	0.4998	133	0.7263	Inan	0.7087	0.4218	708	1.0592
0	734 N	0.0622	Electrical Engineering	Human Computer Interaction, Computer Science	-219	0.3431	918	0.6813	Reilly	0.6404	0.9737	27	-0.1267
3	3 N	0.0201	Computer Game Design	Bioengineering	268	0.3199	934	0.0674	Sam	0.8079	0.3131	417	0.5478
0	981 N	0.3138	electrical engineering	Computer Game Design	148	0.6963	899	0.8109	Chris	0.4751	0.9134	-6	0.241
2	201 N	0.7132	Statistics	Bioinformatics	231	0.7539	352	0.3971	Michael	0.2438	0.2668	699	0.17
2	413 N	0.8333	Computer Engineering	Electrical Engineering, Natural Language Processing	223	0.7514	252	0.2661	Inan	0.2854	0.6506	659	0.2897
0	924 N	0.1985	Electrical Engineering	Computer Game Design	-170	0.5324	713	0.4784	Reilly	0.5403	0.9729	179	0.4034
0	868 N	0.1578	Applied Mathematics	Computer Game Design	-19	0.6142	899	0.5257	Reilly	0.5705	0.9253	100	0.033
3	234 N	0.2206	Bioengineering	Games and Playable Media, Bioengineering	461	0.1193	1215	0.1578	Michael	0.9612	0.4437	426	0.6205
1	616 N	0.5576	Computational Media	Natural Language Processing, Robotics Engineering	481	0.4738	169	0.5578	Eriq	0.6102	-0.128	759	n/a
0	650 N	0.0839	Data Science	Computer Game Design, Computer Science	55	0.7068	1032	0.6045	Chris	0.5337	1.1953	60	0.2021
3	-108 N	-0.1007	Bioengineering	Bioengineering, Games and Playable Media	380	0.3646	743	0.213	Sam	1.0111	0.6806	436	0.4458
3	0 N	-0.0662	Computer Game Design		422	-0.0197	934	-0.0721	Sam	0.908	0.4915	332	0.2685
3	147 N	0.0177	Computer Game Design	Computational Media, Bioengineering	591	0.1102	990	0.0045	Tony	0.8754	0.6569	461	0.5689
4	86 N	0.8712	Applied Mathematics	Technology and Information Management	836	0.3307	427	0.3271	Tony	0.365	0.1735	520	0.2045
2	615 N	0.5535	Computer Engineering	Computer Engineering	296	0.5825	516	0.3734	Michael	0.3827	0.2093	802	0.4415
5	876 N	0.4643	Technology and Information Management	Applied Mathematics	678	0.871	514	0.863	Andrew	0.7581	0.4496	154	0.7994
5	961 N	0.5665	Biotechnology	Biotechnology, Data Science	780	0.9933	511	0.8263	Andrew	0.3825	0.4507	208	0.7839
0	961 N	0.2204	DATA SCIENCE	Computer Science	165	0.5456	818	0.4979	Chris	0.567	0.9528	94	0.1481
0	765 N	0.2554	Electrical Engineering	Computer Game Design, Computer Science	182	0.6707	697	0.811	Chris	0.7153	1.0127	147	0.223
5	814 N	0.5383	Robotics Engineering	Data Science, Biotechnology	620	0.9718	535	0.981	Andrew	0.5368	0.8916	377	0.7886
3	-80 N	-0.1086	Computer Game Design	Games and Playable Media	388	0.0441	747	-0.0608	Lise	0.7401	0.669	506	0.4914
3	147 N	0.0768	Natural Language Processing	Computational Media	485	0.0108	948	-0.0221	Andrew	1.026	0.8907	400	0.515
1	654 N	0.5947	Computer Science	Natural Language Processing	546	0.2463	101	0.479	Eriq	0.6616		870	0.8351
0	826 N	0.1384	Data Science	Computer Science	167	0.453	613	0.5833	Chris	0.8218	1.0137	-161	0.2417
1	765 N	0.6815	Computer Science	Robotics Engineering	540	0.5304	194	0.8383	Inan	0.6827	0.0302	853	0.9258
4	256 N	1.1323	Applied Mathematics	Technology and Information Management	1066	0.1652	473	0.1689	Vani	0.1807	0.1891	572	0.2199
5	813 N	0.2614	Human Computer Interaction	Biotechnology, Data Science	666	0.672	490	0.9325	Fabrice	0.6317	0.948	91	0.8202
3	85 N	0.2508	Bioengineering	Bioengineering, Games and Playable Media	491	0.2652	1042	0.1546	Sam	1.0242	0.6728	271	0.3705
5	819 N	0.535	Human Computer Interaction	Data Science	679	0.9403	622	1.1294	Fabrice	0.4848	0.534	246	0.5822
5	783 N		Biotechnology	Biotechnology, Applied Mathematics	483	0.6501	602	0.7546	n/a	0.2638	0.3289	376	0.6957
2	518 N	0.6986	Statistics	Bioinformatics	244	0.8949	119	0.6219	MICHAEL	0.6791	0.437	888	0.5433
1	673 N	0.7547	Computer Science	Robotics Engineering, Electrical Engineering	501	0.4745	67	0.8191	Inan	0.7383	0.1169	727	0.9176
4	240 N	1.1078	Bioinformatics	Computational Media, Bioengineering	896	0.1337	427	0.1425	Andrew	0.1063	0.1457	588	0.2388
5	1125 N	0.5918	Technology and Information Management	Applied Mathematics, Biotechnology	786	1.1173	526	0.8912	Fabrice	0.2937	0.6434	113	0.8304
0	761 N	0.145	Electrical Engineering	Computer Engineering	165	0.855	738	0.438	Chris	0.6339	0.921	-100	0.2122
0	862 N	0.1862	Data Science	Human Computer Interaction	90	0.4846	765	0.4998	Chris	0.8873	0.9482	161	0.3438
3	-156 N	-0.0309	Computer Game Design	Bioengineering, Games and Playable Media	489	-0.0529	1052	0.1703	Sam	0.7517	0.6806	622	0.5542
2	400 N	0.8791	Computer Engineering	Computer Engineering	424	0.5371	350	0.4473	Michael	0.5412	0.5695	880	0.4485
5	902 N	0.6357	Technology and Information Management	Biotechnology, Applied Mathematics	752	0.9943	848	1.1156	Michael	0.4359	0.449	333	0.8367
3	0 N	-0.1943	Computer Game Design	Computational Media	532	-0.0769	1072	-0.1955	Sam	0.7109	0.5912	609	0.5532
3	-33 N	0.2951	Bioengineering	Games and Playable Media, Bioengineering	528	0.287	1008	-0.2073	Sam	0.7304	0.5833	324	0.5766
3	35 N	0.1759	Computer Game Design	Bioengineering, Games and Playable Media	258	0.1181	880	0.1043	Sam	0.6992	0.6845	463	0.5417
4	88 N	1.0882	Bioinformatics	Technology and Information Management	1094	0.2792	416	0.0899	Tony	0.1274	0.1615	903	-0.004
4	277 N	0.9994	Bioinformatics	Technology and Information Management	1081	?	349	0.4223	Lise	-0.1875	0.183	605	0.1751
3	-97 N	-0.0824	Bioengineering	Computational Media, Games and Playable Media	380	0.0123	1033	0.0211	Sam	0.7991	0.6433	369	0.3649
5	933 N	0.3666	Technology and Information Management	Data Science	961	0.6512	611	1.0868	Fabrice	0.4001	0.9627	393	0.8462
3	65 N	-0.0877	Bioinformatics	Games and Playable Media, Computational Media	377	0.2681	789	0.043	Sam	0.9249	0.7049	385	0.3242
3	169 N	0.0995	Bioengineering	Bioengineering, Computational Media	224	0.3287	870	-0.0582	Sam	0.8888	0.9675	564	0.6502
0	960 N	0.0648	Data Science	Computer Game Design, Computer Science	9	0.6204	627	0.5199	Chris	0.6514	1.0904	81	0.1596
0	803 N	0.1902	Data Science	Computer Science	197	0.5486	781	0.4904	Reilly	0.4546	0.7393	80	0.0985
3	-24 N	-0.0408	Bioengineering	Games and Playable Media, Bioengineering	370	0.1802	975	-0.0385	Sam	1.115	0.4	225	0.7312
5	983 N	0.656	Biotechnology	Data Science	1011	0.5925	817	1.0733	Fabrice	0.4281	0.6003	367	0.5747
0	1159 N	0.2273	Data Science	Statistics	64	0.8352	619	0.6139	Chris	0.7324	0.7634	15	0.226
4	55 N	0.8261	Applied Mathematics	Technology and Information Management	763	0.0609	606	0.0659	tONY	0.0264	0.0088	637	-0.0734
1	655 N	0.658	?	Natural Language Processing, Robotics Engineering	656	0.6269	16	0.5865	Inan	N/A	0.0921	812	0.8769
5	1042 N	0.5112	Biotechnology	Games and Playable Media, Computational Media	665	0.9188	None	0.9789	Andrew	0.4271	0.5315	291	0.7031
3	273 N	0.0438	Computer Game Design	Computational Media	425	0.3103	1102	0.1124	Sam	0.8954	0.7844	239	?
3	335 N	0.104	Bioengineering	games and playable media	369	0.186	905	0.0919	Sam	1.1121	0.482	393	0.5978
5	1103 N	0.3931	Biotechnology	Data Science	730	0.6955	600	0.903	Fabrice	0.5025	0.7852	341	0.6242
0	824 N	0.1917	Electrical Engineering	Computational Media	191	0.4893	583	0.4181	Tony	0.4843	1.1151	51	-0.0387
3	51 N	-0.0185	Computer Game Design	Robotics Engineering, Natural Language Processing	285	0.1396	1162	0.1768	Sam	0.8779	0.8217	441	0.5278
4	-8 N	1.196	Bioinformatics	Technology and Information Management	886	0.3225	426	0.2452	Vani	-0.0159	-0.0744	542	0.2262
4	-79 N	1.0967	Natural Language Processing	Technology and Information Management	1115	0.2844	347	0.2587	Lise	0.1379	0.2405	551	0.2014
4	235 N	1.066	Statistics	Bioengineering	854	0.198	397	0.0504	Vani	0.1644	0.0225	911	0.227
3	66 N	-0.0979	Computer Game Design	Computational Media, Bioengineering	624	0.1153	1069	-0.0332	Michael	0.9954	0.705	N/A	0.5647
2	610 N	0.6553	COMPUTER ENGINEERING	Computer Engineering	52	None	427	0.4771	Michael	0.2369	0.5231	704	0.2023
0	881 N	0.0387	Electrical Engineering	Computer Game Design, Human Computer Interaction	298	0.6439	739	0.569	Reilly	0.5077	0.7777	-28	0.093
1	795 N	0.6531	Biotechnology	None	471	0.4992	142	0.757	Eriq	0.7486	0.3521	754	1.0447
5	943 N	0.6101	Human Computer Interaction	Data Science	745	0.8591	721	0.6935	Andrew	0.1556	0.3944	294	0.63
2	335 N	0.8095	Computer Engineering	Bioinformatics	313	0.8534	591	0.4999	Michael	0.494	0.274	948	0.5243
0	967 N	0.2041	Electrical Engineering	Computer Game Design	382	0.6775	766	0.4232	Chris	0.5201	0.7538	94	0.0401
3	-133 N	-0.0693	Bioengineering	Games and Playable Media	513	-0.0102	857	0.0305	Sam	1.0337	0.4713	347	0.6608
2	580 N	0.6167	Computer Science	Computer Engineering	151	0.9421	362	0.426	Michael	0.0693	0.4541	995	0.5088
5	853 N	0.5683	Biotechnology	Biotechnology, Data Science	564	0.6098	562	0.9193	Andrew	0.4508	0.3705	459	NULL
1	518 N	0.7973	Games and Playable Media	Robotics Engineering, Electrical Engineering	631	0.398	130	0.539	Inan	0.6705	0.3745	681	0.8146
2	251 N	0.7591	Statistics	Computer Engineering	253	0.6462	262	0.6193	Michael	0.5732	N/A	954	0.377
4	357 N	0.8184	Natural Language Processing	Technology and Information Management	615	0.3599	231	0.3554	Lise	0.0154	-0.1369	683	0.2085
2	335 N	0.6605	Computer Engineering	Bioinformatics	336	0.7586	174	0.3357	Michael	0.4203	0.6687	853	0.4114
0	853 N	0.148	Electrical Engineering	Computer Game Design, Human Computer Interaction	188	0.5903	774	0.4793	Reilly	0.4435	0.9769	177	0.225
1	647 N	0.5885	Games and Playable Media	Natural Language Processing, Robotics Engineering	589	0.4804	68	0.5503	Eriq	0.6594	-0.0295	658	0.7223
5	641 N	0.5204	Robotics Engineering	Data Science, Biotechnology	834	0.8709	618	0.8136	Andrew	0.4805	0.5424	282	0.7875
4	-6 N	1.0698	Applied Mathematics	Statistics	812	0.2445	488	0.3209	Lise	0.0299	0.3076	787	0.0112
0	1146 N	0.1663	Electrical Engineering	Human Computer Interaction, Computer Science	239	0.663	877	0.5332	Chris	0.4176	0.9059	31	0.31
4	406 N	0.8061	Applied Mathematics	Statistics	775	0.2196	604	0.2769	Vani	-0.0884	0.0837	453	-0.0856
4	67 N	0.9742	Games and Playable Media	Statistics	928	0.1145	457	0.3545	Vani	0.2236	0.14	750	0.2119
4	-121 N	1.1301	Natural Language Processing	Technology and Information Management	868	0.3348	565	0.1333	Vani	0.0683	-0.0175	669	-0.0069
4	90 N	1.1058	Applied Mathematics	Biotechnology	1128	0.209	420	0.1317	Lise	-0.1234	0.1787	560	0.1357
4	24 N	0.891	Bioinformatics	Statistics	786	0.2193	385	0.1836	Vani	0.0524	-0.1163	503	-0.0365
1	368 N	0.5398	Computational Media	Natural Language Processing	407	0.3419	-21	0.6184	Eriq	0.4172	0.208	539	1.1021
3	-185 N	0.0534	Bioengineering	Computational Media, Games and Playable Media	339	0.0319	934	0.1219	Sam	0.7575	1.1777	447	0.4633
0	913 N	0.1208	Technology and Information Management	Computer Game Design	17	0.8668	624	0.6115	Reilly	0.7423	0.9516	82	0.3498
0	893 N	0.296	Data Science	Computer Game Design	-158	0.6431	829	0.4814	Chris	0.5006	0.6829	223	0.2736
5	614 N	0.6193	?	Biotechnology	708	0.83	866	0.8662	Andrew	0.0822	0.7114	221	0.7869
3	-363 N	-0.0885	Bioengineering	Data Science	563	0.1265	883	0.0775	Reilly	0.8704	0.5204	412	0.4252
0	924 N	0.2534	Data Science	Natural Language Processing, Electrical Engineering	-30	0.6545	665	0.6207	Chris	0.2864	1.1586	28	0.1709
1	627 N	0.9267	Games and Playable Media	Natural Language Processing	321	0.1209	-25	0.7489	Inan	0.9788	0.1449	735	0.9703
3	18 N	0.0437	computer game design	Computer Game Design, Computer Science	421	0.1564	1096	-0.0946	Sam	0.8761	0.8302	111	0.4996
5	861 N	0.3243	Human Computer Interaction	Data Science, Applied Mathematics	887	0.879	543	0.8712	Fabrice	0.2408	0.6028	259	0.4909
5	998 N	0.5328	Human Computer Interaction	BIOTECHNOLOGY, APPLIED MATHEMATICS	751	0.9602	760	0.9806	Andrew	0.5845	0.687	331	0.9814
5	733 N	0.5668	Biotechnology	Data Science, Applied Mathematics	813	0.9305	601	0.8379	N/A	0.6904	0.4297	403	0.7652
0	1014 N	0.3487	DATA SCIENCE	Computer Game Design	-55	0.8935	585	0.3503	Chris	0.5474	0.9762	-142	0.2755
1	884 N	0.4309	Games and Playable Media	Electrical Engineering, Robotics Engineering	613	0.79	223	0.9155	Michael	1.054	0.3166	841	1.1082
5	1145 N	0.5449	Human Computer Interaction	Data Science	829	1.1356	518	0.8769	Fabrice	0.3559	0.9209	544	0.7097
0	982 N	0.3609	Data Science	Computer Game Design	-76	0.7662	531	0.4293	Reilly	0.5405	0.9778	-23	0.1481
0	832 N	0.203	Data Science	Computer Science, Computer Game Design	136	0.6438	683	0.288	Chris	0.393	0.8077	n/a	0.4658
4	269 N	1.0321	Applied Mathematics	technology and information management	903	0.267	519	0.3218	Tony	-0.1609	0.2487	798	0.144
4	167 N	1.1219	Natural Language Processing	Technology and Information Management	945	0.3213	501	0.1458	Lise	-0.2447	0.0535	446	0.0075
1	721 N	0.4116	Computer Science	Electrical Engineering	551	0.5191	9	0.6672	Inan	0.696	-0.0279	773	1.1384
4	130 N	0.8922	Bioinformatics	Technology and Information Management	906	0.3641	506	0.1154	Vani	0.0942	0.0149	518	0.1645
4	-49 N	0.778	Bioinformatics	Statistics	902	0.074	498	0.2252	Lise	0.3548	0.1583	633	-0.2121
4	234 N	1.0856	bIOINFORMATICS	Applied Mathematics	1035	0.1897	473	0.2811	Lise	0.2543	0.2699	357	0.1155
4	80 N	0.9948	Applied Mathematics	Technology and Information Management	951	0.362	466	0.2693	Tony	0.0778	0.2188	514	0.0031
2	246 N	0.7804	Statistics	Bioinformatics	427	1.0568	308	None	Michael	0.3495	0.3567	820	0.4244
3	-53 N	0.0654	Bioengineering	Bioengineering, Computational Media	332	0.1606	975	0.0836	Sam	1.0169	0.5216	308	0.4445
5	1000 N	0.4135	Biotechnology	Applied Mathematics, Biotechnology	974	0.9967	662	0.9731	Tony	0.3841	0.5612	291	0.5297
2	264 N	0.8392	Statistics	Computer Engineering	385	0.8457	125	0.3636	Michael	0.2991	0.7729	855	0.5932
2	348 N	0.4926	Computer Engineering	Bioinformatics	220	0.6674	136	0.4055	Inan	0.409	0.7253	806	0.4013
4	277 N	0.9876	Bioinformatics	Technology and Information Management	1024	0.3932	534	0.1556	Vani	0.1446	-0.0019	647	0.1129
1	753 N	0.5847	Games and Playable Media	Natural Language Processing	140	0.5626	133	0.5633	Eriq	0.7337	0.3564	654	0.8496
3	-48 N	0.106	Computer Game Design	Computer Science, Computer Game Design	174	-0.0845	960	-0.0105	Sam	0.6796	0.674	465	0.6787
5	907 N	0.3577	Technology and Information Management	Applied Mathematics	644	0.9221	462	0.8504	Andrew	0.7384	0.7376	201	0.6948
5	940 N	0.3483	Biotechnology	Applied Mathematics	887	0.9562	725	0.9562	Andrew	0.7835	0.8092	235	0.8828
0	754 N	0.3676	Electrical Engineering	Human Computer Interaction, Computer Game Design	18	0.6875	995	0.5863	Vani	0.9282	0.6703	183	0.1165
1	907 N	0.6447	Computer Science	Natural Language Processing, Robotics Engineering	679	0.3646	-15	0.6692	Inan	0.4287	0.0407	726	1.0241
3	5 N	-0.0955	Bioengineering	Bioengineering, Computational Media	266	0.2792	854	-0.083	Sam	0.7785	0.5587	489	0.3606
0	905 N	0.2404	Electrical Engineering	Human Computer Interaction, Computer Game Design	-84	0.4974	576	0.541	Reilly	0.8163	1.2079	157	0.2823
3	26 N	-0.0707	Computer Game Design	gAMES AND pLAYABLE mEDIA, bIOENGINEERING	401	0.4554	925	0.0696	Sam	0.6018	0.7224	498	0.5223
3	107 N	0.0182	Computer Game Design	Games and Playable Media, Computational Media	312	0.1403	1047	0.0935	Chris	0.8003	0.4244	209	0.6584
5	954 N	0.434	Computer Engineering	Data Science	665	1.0384	708	0.8716	Fabrice	0.5002	NULL	474	0.6486
5	860 N	0.3779	Technology and Information Management	N/A	876	0.9754	706	0.849	Andrew	0.4515	0.5124	176	0.6632
1	395 N	0.8423	Computer Science	Electrical Engineering	616	0.2243	115	0.7134	Eriq	0.5575	0.2266	741	0.7867
4	237 N	1.1693	Applied Mathematics	Statistics	1041	0.4871	565	0.4222	Vani	-0.0251	0.1286	557	0.0719
4	54 N	n/a	Applied Mathematics	Technology and Information Management	1187	0.2549	262	0.1071	Vani	0.0007	0.3981	597	0.0444
5	975 N	0.4571	Human Computer Interaction	Applied Mathematics, Biotechnology	869	0.7211	775	0.8674	Fabrice	0.4452	0.7774	411	0.6049
5	928 N	0.1472	Robotics Engineering	Data Science	836	0.6899	788	0.7428	Fabrice	0.4839	0.5001	380	0.844
2	174 N	0.5644	Computer Engineering	Bioinformatics	217	0.8018	372	0.3941	Michael	0.3307	0.2589	721	0.276
1	573 N	0.6345	Electrical Engineering	Robotics Engineering, Electrical Engineering	423	0.5807	46	0.7881	Eriq	0.5335	0.281	662	1.165
4	235 N	1.0383	Bioinformatics	Computer Engineering	954	0.2088	450	0.2187	Vani	0.3041	0.2254	551	0.0463
1	830 N	0.712	Computer Science	Electrical Engineering, Natural Language Processing	596	0.4834	63	0.6846	Sam	0.7197	-0.1924	703	0.928
5	1104 N	0.4431	Technology and Information Management	Data Science, Biotechnology	763	0.8892	643	0.7357	Andrew	0.5229	0.4844	364	0.8265
0	892 N	0.1822	Biotechnology	Computer Science	68	0.6875	768	0.5612	Chris	0.6314	1.0707	-145	0.0353
4	310 N	1.1382	Bioinformatics	tECHNOLOGY AND iNFORMATION mANAGEMENT	849	0.3562	341	0.0793	Lise	-0.0535	-0.2379	700	0.1096
2	393 N	0.6378	Statistics	Bioinformatics	274	0.2864	457	0.4866	Michael	0.316	0.5619	986	0.349
2	343 N	0.969	Statistics	Bioinformatics	88	0.8445	185	0.6017	Michael	0.5674	0.4696	1047	0.5509
4	-17 N	0.9258	Bioinformatics	Technology and Information Management	887	0.0812	276	0.1218	Vani	0.1976	0.044	694	0.1342
3	138 N	0.3373	Computer Game Design	Computational Media, Games and Playable Media	548	0.4559	959	0.1079	Sam	0.8243	0.671	175	0.5087
2	192 N	0.9683	Statistics	Bioinformatics	341	0.8629	347	0.4113	Michael	0.3949	0.3749	892	0.491
1	683 N	0.5139	Games And Playable Media	Robotics Engineering	585	0.6483	506	0.6358	Eriq	0.4764	0.349	700	0.8472
5	1106 N	0.3666	Human Computer Interaction	Applied Mathematics, Biotechnology	595	0.8523	449	0.8719	Andrew	0.613	0.6533	283	0.4767
4	244 N	1.0143	Applied Mathematics	Technology and Information Management	640	0.0667	509	0.2056	Lise	0.0532	-0.184	?	-0.0901
1	923 N	0.5405	Computer Science	Electrical Engineering, Robotics Engineering	350	0.2161	8	0.5964	Inan	0.7544	0.0857	773	0.9855
0	919 N	0.1739	Data Science	Human Computer Interaction, Computer Science	-75	0.5765	658	0.3533	Chris	0.5337	1.0096	19	0.2547
2	287 N	0.7185	Statistics	Computer Engineering	456	0.4782	313	0.4664	Michael	0.1792	0.1661	959	0.3659
5	827 N	0.7	Biotechnology	Applied Mathematics, Biotechnology	785	1.3873	640	0.7393	Fabrice	0.2279	0.7898	284	0.7061
3	66 N	0.2046	Bioengineering	Computational Media	621	0.0158	990	-0.0512	Sam	0.7698	0.6482	347	0.7177
3	-283 N	-0.1657	Computer Game Design	Bioinformatics	474	0.4608	936	-0.0417	Sam	0.9329	0.5014	370	0.4002
5	1176 N	0.3799	Technology and Information Management	Applied Mathematics	583	1.042	695	0.8285	Fabrice	0.5155	0.41	323	0.7051
0	737 N	0.0619	Data Science	Computer Game Design, Human Computer Interaction	142	0.441	818	0.4172	Reilly	0.5821	0.9762	121	0.1912
5	1036 N	0.6369	Biotechnology	Applied Mathematics	880	0.9738	507	0.8131	Fabrice	0.5841	0.7347	370	0.5762
1	409 N	0.7118	Computational Media	Electrical Engineering	435	0.8784	61	0.6957	Eriq	0.8466	0.0656	853	1.061
1	772 N	0.6908	Computer Science	Robotics Engineering, Electrical Engineering	421	0.2685	80	0.8247	Inan	0.7358	0.2802	815	0.9957
3	88 N	0.0321	Bioengineering	Computational Media	396	0.0522	745	0.1463	Sam	0.7092	0.4201	254	0.5155
0	918 N	0.1973	Electrical Engineering	Computer Game Design	255	0.403	909	0.5761	Chris	0.6597	0.8343	60	0.4506
0	901 N	0.1403	Electrical Engineering	Human Computer Interaction	-19	0.6602	688	0.5391	Reilly	0.8857	0.8767	29	0.0395
0	885 N	0.1878	Electrical Engineering	Human Computer Interaction	-37	0.6681	760	0.4977	Reilly	0.5655	0.7606	-18	0.1719
1	695 N	0.451	Computer Science	Electrical Engineering	542	0.5264	113	0.7656	Eriq	0.7031	0.0351	595	1.0836
2	583 N	0.9212	Computer Engineering	Computer Engineering	165	0.8591	296	0.6135	Michael	0.0223	0.4395	974	0.3462
1	656 N	0.6694	Computational Media	Natural Language Processing	320	N/A	132	0.7677	Inan	0.4216	-0.1597	704	0.6228
5	948 N	0.5175	Human Computer Interaction	Applied Mathematics, Biotechnology	767	0.6909	708	0.9269	Andrew	0.6137	0.6427	346	0.7167
1	797 N	0.5552	Computer Game Design	Statistics	463	0.878	-121	0.9534	Inan	0.6535	0.4853	810	0.9058
3	35 N	0.084	Bioengineering	Computational Media, Games and Playable Media	528	-0.0013	1171	0.2226	Sam	0.9729	0.6911	490	0.4393
